"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.index","Answer.comments","Answer.surveycode","Approve","Reject"
"363A7XIFV43P5R4VL9W214X39O2VAF","36J1BMOAIZ920MFFXHNH8JFSNVCR4Y","Visual Dialogue Game","Chat with a partner to find one object you have in common","game, language, dialogue, chat, research","$0.30","Tue Jul 19 08:26:08 PDT 2022","17","BatchId:4784249;OriginalHitTemplateId:928390912;","1800","259200","Tue Jul 26 08:26:08 PDT 2022","","","31UV0MXWNRTQZZ67H9B33OMCMGLI5R","A1YX741QQSMKPS","Rejected","Tue Jul 19 10:15:03 PDT 2022","Tue Jul 19 10:22:28 PDT 2022","Fri Jul 22 10:22:28 PDT 2022","","Tue Jul 19 11:08:59 PDT 2022","Did not enter a single message or complete the game","445","0% (0/1)","0% (0/1)","0% (0/1)","Hit1_index_data","{}","TASK_DONE_cf8f46b49365a4fb095d84d6c6368bb04"
"363A7XIFV43P5R4VL9W214X39O2VAF","36J1BMOAIZ920MFFXHNH8JFSNVCR4Y","Visual Dialogue Game","Chat with a partner to find one object you have in common","game, language, dialogue, chat, research","$0.30","Tue Jul 19 08:26:08 PDT 2022","17","BatchId:4784249;OriginalHitTemplateId:928390912;","1800","259200","Tue Jul 26 08:26:08 PDT 2022","","","32Q90QCQ1T2H1DPOSDPIKY72RDKEKA","A15JZLS5SXK58Q","Rejected","Tue Jul 19 10:24:53 PDT 2022","Tue Jul 19 10:29:21 PDT 2022","Fri Jul 22 10:29:21 PDT 2022","","Tue Jul 19 11:06:41 PDT 2022","Did not properly play the game. Rather than asking about dots and engaging with the bot, selected as soon as possible and only asked ""where is the survey""","268","0% (0/1)","0% (0/1)","0% (0/1)","Hit1_index_data","THE SURVEY IS INTERSTING SO ITS GOOD","TASK_DONE_cc44327c540f048e4975ec7a8965055c4"
"363A7XIFV43P5R4VL9W214X39O2VAF","36J1BMOAIZ920MFFXHNH8JFSNVCR4Y","Visual Dialogue Game","Chat with a partner to find one object you have in common","game, language, dialogue, chat, research","$0.30","Tue Jul 19 08:26:08 PDT 2022","17","BatchId:4784249;OriginalHitTemplateId:928390912;","1800","259200","Tue Jul 26 08:26:08 PDT 2022","","","33F859I567USSKCWC1KV6YLPWZVBHV","A43VNVCFWG1S4","Approved","Tue Jul 19 10:20:11 PDT 2022","Tue Jul 19 10:39:23 PDT 2022","Fri Jul 22 10:39:23 PDT 2022","Tue Jul 19 11:10:49 PDT 2022","","","1152","100% (1/1)","100% (1/1)","100% (1/1)","Hit1_index_data","{}","TASK_DONE_df77c48f7bcd54659903a259667ad9dff"
"363A7XIFV43P5R4VL9W214X39O2VAF","36J1BMOAIZ920MFFXHNH8JFSNVCR4Y","Visual Dialogue Game","Chat with a partner to find one object you have in common","game, language, dialogue, chat, research","$0.30","Tue Jul 19 08:26:08 PDT 2022","17","BatchId:4784249;OriginalHitTemplateId:928390912;","1800","259200","Tue Jul 26 08:26:08 PDT 2022","","","34HJIJKLP6DDPMM72BRCDL6SUM9V4J","A3335ASFR3L0Z8","Rejected","Tue Jul 19 08:27:28 PDT 2022","Tue Jul 19 08:45:39 PDT 2022","Fri Jul 22 08:45:39 PDT 2022","","Tue Jul 19 09:08:34 PDT 2022","Did not converse with bot (only one ""hi"" or no input) and did not fill out survey","1091","0% (0/1)","0% (0/1)","0% (0/1)","Hit1_index_data","{}","TASK_DONE_daedc29b46e954ec890f32fba036d063f"
"363A7XIFV43P5R4VL9W214X39O2VAF","36J1BMOAIZ920MFFXHNH8JFSNVCR4Y","Visual Dialogue Game","Chat with a partner to find one object you have in common","game, language, dialogue, chat, research","$0.30","Tue Jul 19 08:26:08 PDT 2022","17","BatchId:4784249;OriginalHitTemplateId:928390912;","1800","259200","Tue Jul 26 08:26:08 PDT 2022","","","3CFVK00FWM2O84ER7VILNAS4ZFR6LA","A2HJV21N7I6NWF","Rejected","Tue Jul 19 09:39:21 PDT 2022","Tue Jul 19 09:47:49 PDT 2022","Fri Jul 22 09:47:49 PDT 2022","","Tue Jul 19 11:09:28 PDT 2022","Did not enter a single message or complete the game by selecting a dot","508","0% (0/1)","0% (0/1)","0% (0/1)","Hit1_index_data","{}","TASK_DONE_cfe42c0eff0264966b9c7f881471e121a"
"363A7XIFV43P5R4VL9W214X39O2VAF","36J1BMOAIZ920MFFXHNH8JFSNVCR4Y","Visual Dialogue Game","Chat with a partner to find one object you have in common","game, language, dialogue, chat, research","$0.30","Tue Jul 19 08:26:08 PDT 2022","17","BatchId:4784249;OriginalHitTemplateId:928390912;","1800","259200","Tue Jul 26 08:26:08 PDT 2022","","","3COPXFW7XCTLY4EE1R5TEA665LZPKL","ADXRJFEHIDXRE","Approved","Tue Jul 19 11:37:09 PDT 2022","Tue Jul 19 11:58:36 PDT 2022","Fri Jul 22 11:58:36 PDT 2022","Tue Jul 19 20:01:35 PDT 2022","","","1287","100% (2/2)","100% (2/2)","100% (1/1)","Hit1_index_data","{}","TASK_DONE_ca369da72a41a459f968c866f311d9960"
"363A7XIFV43P5R4VL9W214X39O2VAF","36J1BMOAIZ920MFFXHNH8JFSNVCR4Y","Visual Dialogue Game","Chat with a partner to find one object you have in common","game, language, dialogue, chat, research","$0.30","Tue Jul 19 08:26:08 PDT 2022","17","BatchId:4784249;OriginalHitTemplateId:928390912;","1800","259200","Tue Jul 26 08:26:08 PDT 2022","","","3EQHHY4HQT9C380CRLB0IC9W73H5GA","A3EPFODD53XUT7","Rejected","Tue Jul 19 08:41:35 PDT 2022","Tue Jul 19 08:45:42 PDT 2022","Fri Jul 22 08:45:42 PDT 2022","","Tue Jul 19 09:08:34 PDT 2022","Did not converse with bot (only one ""hi"" or no input) and did not fill out survey","247","0% (0/1)","0% (0/1)","0% (0/1)","Hit1_index_data","{}","TASK_DONE_d76a5c7e993e342958348e0f60087abf5"
"363A7XIFV43P5R4VL9W214X39O2VAF","36J1BMOAIZ920MFFXHNH8JFSNVCR4Y","Visual Dialogue Game","Chat with a partner to find one object you have in common","game, language, dialogue, chat, research","$0.30","Tue Jul 19 08:26:08 PDT 2022","17","BatchId:4784249;OriginalHitTemplateId:928390912;","1800","259200","Tue Jul 26 08:26:08 PDT 2022","","","3H7XDTSHKD86GRFWNMY98CM9R2DGWY","A2ZK5I1MDWNPRU","Approved","Tue Jul 19 14:19:31 PDT 2022","Tue Jul 19 14:26:10 PDT 2022","Fri Jul 22 14:26:10 PDT 2022","Tue Jul 19 19:59:04 PDT 2022","","","399","100% (1/1)","100% (1/1)","100% (1/1)","Hit1_index_data","{}","TASK_DONE_c5b3fb8478e74400bb5ea56cb630d01ec"
"363A7XIFV43P5R4VL9W214X39O2VAF","36J1BMOAIZ920MFFXHNH8JFSNVCR4Y","Visual Dialogue Game","Chat with a partner to find one object you have in common","game, language, dialogue, chat, research","$0.30","Tue Jul 19 08:26:08 PDT 2022","17","BatchId:4784249;OriginalHitTemplateId:928390912;","1800","259200","Tue Jul 26 08:26:08 PDT 2022","","","3HFNH7HEMIV1WUJABDZ3GN4N30ZGQV","AR9AU5FY1S3RO","Approved","Tue Jul 19 11:10:15 PDT 2022","Tue Jul 19 11:14:47 PDT 2022","Fri Jul 22 11:14:47 PDT 2022","Tue Jul 19 11:17:19 PDT 2022","","","272","100% (1/1)","100% (1/1)","100% (1/1)","Hit1_index_data","{}","TASK_DONE_a7487e66fdf264718b65a221c9f5d68a6"
"363A7XIFV43P5R4VL9W214X39O2VAF","36J1BMOAIZ920MFFXHNH8JFSNVCR4Y","Visual Dialogue Game","Chat with a partner to find one object you have in common","game, language, dialogue, chat, research","$0.30","Tue Jul 19 08:26:08 PDT 2022","17","BatchId:4784249;OriginalHitTemplateId:928390912;","1800","259200","Tue Jul 26 08:26:08 PDT 2022","","","3NPI0JQDAPMK1N41V0JLF1T2OY0PT1","A30QFNE9O4DF4D","Approved","Tue Jul 19 12:24:24 PDT 2022","Tue Jul 19 12:28:19 PDT 2022","Fri Jul 22 12:28:19 PDT 2022","Tue Jul 19 20:00:56 PDT 2022","","","235","100% (1/1)","100% (1/1)","100% (1/1)","Hit1_index_data","{}","TASK_DONE_ce222ffe7bc2e47f388558763457b1043"
